search URL:,https://patents.google.com/?q=fitness&q=wearables&country=US&after=priority:20110101&language=ENGLISH&type=PATENT
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20140334653A1,Combination speaker and light source responsive to state(s) of an organism based on sensor data ,Aliphcom,"Michael Edward Smith Luna, Derek Boyd Barrentine, Scott Fullam, Sankalita Saha, Patrick Alan Narron, Jeremiah Robison",2013-03-14,2014-05-19,2014-11-13,,https://patents.google.com/patent/US20140334653A1/en
US20160189315A1,Method and system for providing searching and contributing in a social media ecosystem ,"Tracy ANANIA, Heather SORENSEN","Tracy ANANIA, Heather SORENSEN",2014-12-31,2014-12-31,2016-06-30,,https://patents.google.com/patent/US20160189315A1/en
US20150287338A1,Biometric data gathering ,"John Andrew Wells, Michael Cummings","John Andrew Wells, Michael Cummings",2013-08-26,2014-08-14,2015-10-08,,https://patents.google.com/patent/US20150287338A1/en
US20170178011A1,User pattern recognition and prediction system for wearables ,Intel Corporation,"Fai Yeung, Fu Zhou",2015-12-21,2015-12-21,2017-06-22,,https://patents.google.com/patent/US20170178011A1/en
US20160317341A1,Multi-functional wearable-implemented method to provide fetus's life advancement and enhancements for pregnant mothers ,Adan Galvan,Adan Galvan,2015-05-03,2015-05-03,2016-11-03,,https://patents.google.com/patent/US20160317341A1/en
US20150248235A1,Text input on an interactive display ,"Samsung Electronics Company, Ltd.","Eva Offenberg, Link Huang, Cathy Kim, Pranav Mistry, Sajid Sadi",2014-02-28,2015-02-27,2015-09-03,,https://patents.google.com/patent/US20150248235A1/en
US20140244009A1,"Activity Monitoring, Tracking and Synchronization ","Nike, Inc.",Alex Mestas,2013-02-22,2014-02-21,2014-08-28,,https://patents.google.com/patent/US20140244009A1/en
US20150118967A1,Data-capable band management in an integrated application and network communication data environment ,Aliphcom,"Hosain Sadequr Rahman, Richard Lee Drysdale, Michael Edward Smith Luna, Scott Fullam, Travis Austin Bogard, Jeremiah Robison, Everett Utter II Max, Thomas Alan Donaldson, Louis Moore, Galen Myers, Raymond A. Martino",2011-06-10,2013-10-29,2015-04-30,,https://patents.google.com/patent/US20150118967A1/en
US9329993B2,Wearable device assembly with ability to mitigate data loss due to component failure ,"Nike, Inc.","James Zipperer, Greg McKeag, Mike Lapinsky, Jason Haensly",2013-06-12,2014-06-11,2016-05-03,2016-05-03,https://patents.google.com/patent/US9329993B2/en
US20170026187A1,Device-level authentication with unique device identifiers ,"Confia Systems, Inc.",Nadaradjane Ramatchandirane,2015-07-25,2015-09-11,2017-01-26,,https://patents.google.com/patent/US20170026187A1/en
US20160366330A1,Apparatus for processing captured video data based on capture device orientation ,"Martin Paul Boliek, Yaron Galant","Martin Paul Boliek, Yaron Galant",2015-06-11,2015-10-09,2016-12-15,,https://patents.google.com/patent/US20160366330A1/en
US20150281364A1,Associating broadcasting device data with user account ,Google Inc.,Emmet Connolly,2014-04-01,2014-04-14,2015-10-01,,https://patents.google.com/patent/US20150281364A1/en
US8948839B1,Compression garments having stretchable and conductive ink ,L.I.F.E. Corporation S.A.,"Gianluigi LONGINOTTI-BUITONI, Andrea Aliverti",2013-08-06,2014-07-14,2015-02-03,2015-02-03,https://patents.google.com/patent/US8948839B1/en
US20170127957A1,System and method for determining performance capacity ,JayBird LLC,"Ben Wisbey, Hagen Diesterbeck, David Shepherd",2015-11-05,2015-11-05,2017-05-11,,https://patents.google.com/patent/US20170127957A1/en
US20160277891A1,Detecting stowing or unstowing of a mobile device ,Apple Inc.,"Eugene Dvortsov, David J. Shoemaker",2013-11-04,2013-11-04,2016-09-22,,https://patents.google.com/patent/US20160277891A1/en
US20150294069A1,Multi-source patient generated healthcare data integration in a transactional system ,Netspective Communications Llc,Shahid N. Shah,2014-04-14,2015-04-14,2015-10-15,,https://patents.google.com/patent/US20150294069A1/en
US20170150918A1,Method and system for defining balance between physical activity and rest ,JouZen Oy,Hannu Kinnunen,2015-11-30,2015-11-30,2017-06-01,,https://patents.google.com/patent/US20170150918A1/en
US20150281009A1,Data mesh-based wearable device ancillary activity ,Ebay Inc,"Ryan Melcher, John Tapley, Robert Lee",2014-03-25,2014-09-26,2015-10-01,,https://patents.google.com/patent/US20150281009A1/en
US20160012465A1,"System and method for distributing, receiving, and using funds or credits and apparatus thereof ",Jeffrey A. Sharp,Jeffrey A. Sharp,2014-02-08,2015-02-08,2016-01-14,,https://patents.google.com/patent/US20160012465A1/en
US20160026212A1,User-wearable devices with power conserving features ,"Salutron, Inc.","Yong Jin Lee, Leo Bellontindos, Junnifer Tumanda, Jhovenden Baroro, Eddy Hui, Francis Uy, Buu Chau",2014-07-25,2014-07-25,2016-01-28,,https://patents.google.com/patent/US20160026212A1/en
US20140067494A1,Activity monitor system and method ,Blake Squires,Blake Squires,2012-01-24,2013-11-06,2014-03-06,,https://patents.google.com/patent/US20140067494A1/en
US20170216673A1,"Systems, methods and devices for providing exertion as a measure of accumulated exercise intensity ",JayBird LLC,"Judd Armstrong, Ben Wisbey, Hagen Diesterbeck",2016-02-01,2016-02-01,2017-08-03,,https://patents.google.com/patent/US20170216673A1/en
US20160202755A1,Sensor Array Spanning Multiple Radial Quadrants to Measure Body Joint Movement ,Medibotics Llc,Robert A. Connor,2013-09-17,2016-03-24,2016-07-14,,https://patents.google.com/patent/US20160202755A1/en
US20160013872A1,"Methods of providing body area network communications when a user touches a button of a wireless electronic device, and related wireless electronic devices and wearable wireless electronic devices ",Sony Corporation,"Per Åstrand, Thomas Bolin, Stjepan Begic, Henrik Bengtsson, Alexandar Rodzevski",2014-07-11,2014-07-11,2016-01-14,,https://patents.google.com/patent/US20160013872A1/en
US20170136298A1,Method and apparatus for generating exercise program or providing exercise feedback ,"Samsung Electronics Co., Ltd.","SangKon BAE, Byunghoon KO, Dae-Geun Jang",2015-11-13,2016-04-29,2017-05-18,,https://patents.google.com/patent/US20170136298A1/en
US20160338644A1,Smart Clothing for Ambulatory Human Motion Capture ,Medibotics Llc,Robert A. Connor,2013-09-17,2016-08-03,2016-11-24,,https://patents.google.com/patent/US20160338644A1/en
US20140343843A1,Visual Prompts for Route Navigation ,Physical Enterprises Inc.,Genadi Yanku,2013-05-20,2013-05-20,2014-11-20,,https://patents.google.com/patent/US20140343843A1/en
US20160007888A1,Wearable activity monitoring device and related method ,Suunto Oy,"Heikki Nieminen, Mikko Martikka, Markus Kemetter, Michael Miettinen, Erik Lindman",2014-07-11,2014-07-15,2016-01-14,,https://patents.google.com/patent/US20160007888A1/en
US20160189528A1,Systems and methods of providing allowances for a security system ,Google Inc.,"Jeffery Theodore Lee, Sophie Le Guen, Jeffrey Alan Boyd",2014-12-30,2014-12-30,2016-06-30,,https://patents.google.com/patent/US20160189528A1/en
US20170017776A1,Context-aware system for providing fitness information ,Google Inc.,"Paul Soulos, Allyson Gale",2015-07-17,2015-07-29,2017-01-19,,https://patents.google.com/patent/US20170017776A1/en
US20150127215A1,Adapting vehicle systems based on wearable devices ,"Harman International Industries, Incorporated",Dibyendu Chatterjee,2013-11-06,2013-11-06,2015-05-07,,https://patents.google.com/patent/US20150127215A1/en
US20140018686A1,Data collection unit power and noise management ,"Pedro J. Medelius, Espen D. Kateraas","Pedro J. Medelius, Espen D. Kateraas",2011-03-29,2012-03-28,2014-01-16,,https://patents.google.com/patent/US20140018686A1/en
US20160367202A1,Systems and Methods for Wearable Sensor Techniques ,"Abraham Carter, David Scott, Ehsan Azarnasab","Abraham Carter, David Scott, Ehsan Azarnasab",2015-05-18,2016-03-18,2016-12-22,,https://patents.google.com/patent/US20160367202A1/en
US20160089569A1,Fitness challenge e-awards ,Apple Inc.,Jay Blahnik,2014-09-30,2015-09-30,2016-03-31,,https://patents.google.com/patent/US20160089569A1/en
US9785827B1,"Process to aid in motivation of personal fitness, health monitoring and validation of user ",Salina Dearing Ray,Salina Dearing Ray,2013-02-11,2014-09-17,2017-10-10,2017-10-10,https://patents.google.com/patent/US9785827B1/en
US20160278700A1,Detection and calculation of heart rate recovery in non-clinical settings ,Intel Corporation,"Jonathan Lee, Marco Della Torre",2014-01-02,2015-01-01,2016-09-29,,https://patents.google.com/patent/US20160278700A1/en
US20140067423A1,Apparatus and method for processing and/or providing healthcare information and/or healthcare-related information with or using an electronic healthcare record or electronic healthcare records ,Raymond Anthony Joao,Raymond Anthony Joao,2012-09-06,2013-08-27,2014-03-06,,https://patents.google.com/patent/US20140067423A1/en
US20170185102A1,Techniques for providing an interface component for a wearable device ,"Khang Choong Yong, Shu Young Cheah, Wil Choon Song, Jackson Chung Peng Kong, Howard Heck","Khang Choong Yong, Shu Young Cheah, Wil Choon Song, Jackson Chung Peng Kong, Howard Heck",2015-12-24,2015-12-24,2017-06-29,,https://patents.google.com/patent/US20170185102A1/en
US20160189529A1,Systems and methods of automated arming and disarming of a security system ,Google Inc.,"Jeffery Theodore Lee, Anthony Michael Fadell, Sophie Le Guen, Maxime Veron, Mark Rajan Malhotra, Timo Bruck",2014-12-30,2014-12-30,2016-06-30,,https://patents.google.com/patent/US20160189529A1/en
US20170243577A1,Audio processing using an intelligent microphone ,"Analog Devices, Inc.",David Wingate,2014-08-28,2015-08-27,2017-08-24,,https://patents.google.com/patent/US20170243577A1/en
US20130226486A1,Power Management in an Activity Monitoring Device ,"Nike, Inc.","Kris Henderson, Michael Lipinski, Edward S. Lowe, JR., Michael Noon, James Zipperer",2012-01-19,2013-01-18,2013-08-29,,https://patents.google.com/patent/US20130226486A1/en
US20130332286A1,Activity type detection and targeted advertising system ,"Pedro J. Medelius, Espen D. Kateraas","Pedro J. Medelius, Espen D. Kateraas",2011-02-22,2012-02-21,2013-12-12,,https://patents.google.com/patent/US20130332286A1/en
US20160042651A1,Apparatus and method for remotely providing instructional and/or educational information and/or services in a network environment ,Raymond Anthony Joao,Raymond Anthony Joao,2014-08-09,2015-05-18,2016-02-11,,https://patents.google.com/patent/US20160042651A1/en
US20170095693A1,System and method for a wearable technology platform ,"Lumo BodyTech, Inc","Andrew Robert Chang, Andreas Martin Hauenstein, Supriya Kher, Dennis William Bohm",2015-10-02,2016-10-03,2017-04-06,,https://patents.google.com/patent/US20170095693A1/en
US20160247367A1,Systems and methods for communicating via wearable devices ,Jewelbots Inc.,"Sara Jolene CHIPPS, Audrea Brooke MORELAND, Maria Paula Saba Dos Reis, George John STOCKER, III, Scott Michael DAVISON",2015-02-19,2016-02-19,2016-08-25,,https://patents.google.com/patent/US20160247367A1/en
US20160299570A1,Wristband device input using wrist movement ,Apple Inc.,Anton M. DAVYDOV,2013-10-24,2013-10-24,2016-10-13,,https://patents.google.com/patent/US20160299570A1/en
US9351100B2,Device for control of data transfer in local area network ,Sony Corporation,"Kristian Tärnhed, Per Åstrand, Kåre Agardh, Thomas Bolin, Aleksandar Rodzevski, Henrik Bengtsson",2013-12-05,2014-10-14,2016-05-24,2016-05-24,https://patents.google.com/patent/US9351100B2/en
US20170120107A1,Systems and methods for creating a neural network to provide personalized recommendations using activity monitoring devices with biometric sensors ,"Logitech Europe, S.A",Ben Wisbey,2015-10-30,2015-10-30,2017-05-04,,https://patents.google.com/patent/US20170120107A1/en
US20150312409A1,Devices and methods of providing response message in the devices ,"Samsung Electronics Co., Ltd.","Piotr Czarnecki, Agata KEDZIA, Mariusz WNOROWSKI, Seung-soo Kang",2014-04-23,2015-04-23,2015-10-29,,https://patents.google.com/patent/US20150312409A1/en
US20160189496A1,Systems and methods of intrusion detection ,Google Inc.,"Yash Modi, Kevin Charles PETERSON, Mark Rajan Malhotra, Sourav Dey, Lawrence Au",2014-12-30,2014-12-30,2016-06-30,,https://patents.google.com/patent/US20160189496A1/en
US20160224126A1,Using wearables to control another device ,Google Inc.,"Eve Astrid Andersson, Tiruvilwamalai Venkatram Raman, Casey John Burkhardt, John Ove Peter Lundblad, David Tseng, Charles L. Chen, Ying Zheng",2014-04-18,2014-04-18,2016-08-04,,https://patents.google.com/patent/US20160224126A1/en
US20140184496A1,"Extramissive spatial imaging digital eye glass apparatuses, methods and systems for virtual or augmediated vision, manipulation, creation, or interaction with objects, materials, or other entities ",Meta Company,"Meron Gribetz, W. Steve G. Mann",2013-01-03,2014-01-03,2014-07-03,,https://patents.google.com/patent/US20140184496A1/en
US20160012194A1,Facilitating Integrated Behavioral Support Through Personalized Adaptive Data Collection ,"Adityo Prakash, Eniko Fodor","Adityo Prakash, Eniko Fodor",2013-03-15,2015-09-17,2016-01-14,,https://patents.google.com/patent/US20160012194A1/en
US20150360083A1,Exercise Machine Adjustable Resistance System and Method ,"Spx Fitness, Inc.",Sebastien Anthony Louis Lagree,2014-06-17,2015-06-17,2015-12-17,,https://patents.google.com/patent/US20150360083A1/en
US20140316226A1,Systems and methods of multispectral blood measurement ,"Echo Labs, Inc.","Elad Ferber, Pierre-Jean Cobut",2013-03-14,2014-03-14,2014-10-23,,https://patents.google.com/patent/US20140316226A1/en
US20150378938A1,Wearable computer with expandable link capabilities ,Nate L. Lyman,Nate L. Lyman,2014-06-30,2014-06-30,2015-12-31,,https://patents.google.com/patent/US20150378938A1/en
US20140081667A1,Apparatus and method for processing and/or providing healthcare information and/or healthcare-related information with or using an electronic healthcare record or electronic healthcare records ,Raymond Anthony Joao,Raymond Anthony Joao,2012-09-06,2013-11-17,2014-03-20,,https://patents.google.com/patent/US20140081667A1/en
US20170266497A1,Fitness equipment with anthropometric data enhanced workout generator ,"Athlios, Inc.","Michael Scott Sechrest, Mark R. Thompson",2016-03-15,2017-03-14,2017-09-21,,https://patents.google.com/patent/US20170266497A1/en
US20150248503A1,Method and system for creating 3d models from 2d data for building information modeling (bim) ,"Benjamin F. GLUNZ, Wayne R. Pearson, Alfredo F. MUNOZ","Benjamin F. GLUNZ, Wayne R. Pearson, Alfredo F. MUNOZ",2014-03-01,2014-03-01,2015-09-03,,https://patents.google.com/patent/US20150248503A1/en
US20150087478A1,Wellness/exercise management method and system by wellness/exercise mode based on context-awareness platform on smartphone ,Futurewei Technologies Inc.,"Jianyu ZHANG, Chia Chin Chong",2013-08-23,2014-09-29,2015-03-26,,https://patents.google.com/patent/US20150087478A1/en
US20160134737A1,System having a miniature portable electronic device for command and control of a plurality of wireless devices ,Ravi PULLETIKURTY,Ravi Kumar Pulletikurty,2013-05-28,2014-05-27,2016-05-12,,https://patents.google.com/patent/US20160134737A1/en
US20170291067A1,Method and apparatus for generating personalized exercise program ,"Samsung Electronics Co., Ltd.","Dae-Geun Jang, Byunghoon KO, SangKon BAE",2016-04-06,2016-08-30,2017-10-12,,https://patents.google.com/patent/US20170291067A1/en
US20150230019A1,Wearable electronic system ,"Samsung Electronics Co., Ltd.","Ryutaro Sakai, Alex Millie, Richard Overcash",2014-02-07,2014-07-31,2015-08-13,,https://patents.google.com/patent/US20150230019A1/en
US20130345978A1,Multi-Activity Platform and Interface ,"Nike, Inc.","Karyn Lush, Kristen L. White",2012-06-05,2013-06-05,2013-12-26,,https://patents.google.com/patent/US20130345978A1/en
US20150347700A1,Correlating behaviors and wellness outcomes ,Microsoft Corporation,"Farah Shariff, Dave Wickert, Fernando Godinez",2014-05-30,2014-05-30,2015-12-03,,https://patents.google.com/patent/US20150347700A1/en
US20150066683A1,Recommended modes of transportation for achieving fitness goals ,Google Inc.,Benjamin Albert Azose,2013-08-29,2013-10-11,2015-03-05,,https://patents.google.com/patent/US20150066683A1/en
US20160321935A1,"Participant outcomes, goal management and optimization, systems and methods ",Mercer (US) Inc.,"Sherman Mohler, Sam Espinosa, Mark A. Viloria, Alexander Domaszewicz, Gary Olliffe, Katie Stein, Gareth Williams, Louis Gagnon, Gerard Murphy",2013-05-22,2014-05-22,2016-11-03,,https://patents.google.com/patent/US20160321935A1/en
US20160080888A1,Method and apparatus for application optimization and collaboration of wearable devices ,"Motorola Solutions, Inc","Stuart S. Kreitzer, Jesus F. Corretjer",2014-09-11,2014-09-11,2016-03-17,,https://patents.google.com/patent/US20160080888A1/en
US9367087B1,Securing device for connecting to a display device ,Pebble Technology Corp.,"Marcus M. Townsend, Mark C. Solomon, Steven W. Johns",2015-03-03,2015-08-14,2016-06-14,2016-06-14,https://patents.google.com/patent/US9367087B1/en
US9295061B2,Method of selecting transmission parameter and dynamic spectrum allocation apparatus ,Research & Business Foundation Sungkyunkwan University,"Keunhong CHAE, Seokho YOON",2013-07-24,2014-07-24,2016-03-22,2016-03-22,https://patents.google.com/patent/US9295061B2/en
US20140163704A1,"System, apparel, and method for identifying performance of workout routines ",General Instrument Corporation,"Mark G. DePietro, Stewart M. Wiener",2012-12-09,2012-12-20,2014-06-12,,https://patents.google.com/patent/US20140163704A1/en
US9424508B2,Wearable device with magnets having first and second polarities ,Hello Inc.,"James Proud, Bryan Fan, Robert Shook, Joaquin Fernandez",2013-03-04,2013-09-27,2016-08-23,2016-08-23,https://patents.google.com/patent/US9424508B2/en
US20170011210A1,Electronic device ,"Samsung Electronics Co., Ltd.","Cheol-Ho CHEONG, Hyuk Kang, Dong-Hyun Kim, Yang-Su Kim, Hyun-Soo Kim, Bo-Yeon NA, Byoung-Tack ROH, Jeong-Min Park, Ji-Hyun Park, Tae-Gun Park, Kwang-Sub SON, Dong-Il Son, Sung-Ho Son, Sung-Hyuk Shin, Hyun-Seok SHIN, Jin-Gil Yang, Jae-Yung Yeo, Jae-Bong YOO, Su-Ha Yoon, Seung-Young JEON, Kyung-soo Lim, Eui-Chang JUNG, In-Ji JIN, Jong-ho Choi, Duk-Ki HONG, Moo-Hyun Baek, Sang-Youp SEOK, Byoung-Uk YOON",2014-02-21,2015-02-11,2017-01-12,,https://patents.google.com/patent/US20170011210A1/en
US20150364059A1,Interactive exercise mat ,"Steven A. Marks, Maziar Sadri, Neyma G. Jahansooz","Steven A. Marks, Maziar Sadri, Neyma G. Jahansooz",2014-06-16,2015-06-16,2015-12-17,,https://patents.google.com/patent/US20150364059A1/en
US20130203475A1,System and method for processing motion-related sensor data with social mind-body games for health application ,"David H. Kil, Bongjoo Shin","David H. Kil, Bongjoo Shin",2012-01-26,2013-01-28,2013-08-08,,https://patents.google.com/patent/US20130203475A1/en
US20150282768A1,Physiological signal determination of bioimpedance signals ,Aliphcom,"Michael Edward Smith Luna, Sidney Primas, John Stivoric",2012-09-29,2014-11-04,2015-10-08,,https://patents.google.com/patent/US20150282768A1/en
US20160379521A1,Calorie optimization respiratory exchange (core) metabolic profile system and method ,Core Metabolics LLC,"Sanford David Schulhofer, Benjamin Stone",2015-06-25,2016-06-22,2016-12-29,,https://patents.google.com/patent/US20160379521A1/en
US20140121540A1,System and method for monitoring the health of a user ,Aliphcom,Aza Raskin,2012-05-09,2013-05-08,2014-05-01,,https://patents.google.com/patent/US20140121540A1/en
US20130192071A1,"Sensors, interfaces and sensor systems for data collection and integrated remote monitoring of conditions at or near body surfaces ",Heapsylon LLC,"Mario Esposito, Maurizio MACAGNO, Davide Giancarlo VIGANO'",2012-01-30,2013-01-29,2013-08-01,,https://patents.google.com/patent/US20130192071A1/en
US20120280902A1,Proximity sensor mesh for motion capture ,Qualcomm Incorporated,"Anthony G. PERSAUD, Adrian J. Prentice, George Joseph, Mark R. Storch",2011-05-05,2011-10-17,2012-11-08,,https://patents.google.com/patent/US20120280902A1/en
US20170282856A1,Wireless keyless entry systems and methods ,"Analog Devices, Inc.","William R. Riedel, Harvey Weinberg",2016-04-04,2017-04-03,2017-10-05,,https://patents.google.com/patent/US20170282856A1/en
US9332377B2,Device and method for control of data transfer in local area network ,Sony Corporation,"Kare Agardh, Aleksandar Rodzevski, Per Astrand, Henrik Bengtsson, Kristian Tarnhed, Thomas Bolin",2013-12-05,2014-06-27,2016-05-03,2016-05-03,https://patents.google.com/patent/US9332377B2/en
US20140285326A1,Combination speaker and light source responsive to state(s) of an organism based on sensor data ,Aliphcom,"Michael Edward Smith Luna, Scott Fullam, Patrick Alan Narron, Chris Merrill, Derek Boyd Barrentine, Sankalita Saha, Jeremiah Robison",2013-03-15,2014-03-14,2014-09-25,,https://patents.google.com/patent/US20140285326A1/en
US9427053B2,Wearable device with magnets magnetized through their widths or thickness ,Hello Inc.,"James Proud, Bryan Fan, Robert Shook, Joaquin Fernandez",2013-03-04,2013-09-26,2016-08-30,2016-08-30,https://patents.google.com/patent/US9427053B2/en
US20130197679A1,Multi-Activity Platform and Interface ,"Nike, Inc.","Ashok Balakrishnan, Christopher W. Davis, Jefferson Lyman, Sridhar Setti, Wade Convay, Tara Greer, Gaurabh Mathure, Christopher C. Thorwarth",2012-01-19,2013-01-18,2013-08-01,,https://patents.google.com/patent/US20130197679A1/en
US20130325493A1,"System and method for managing past, present, and future states of health using personalized 3-d anatomical models ",Medical Avatar Llc,"Virgil WONG, Jessica LACSON, Akshay KAPUR",2012-05-29,2013-03-15,2013-12-05,,https://patents.google.com/patent/US20130325493A1/en
US20170105664A1,Real-Time and Continuous Determination of Excess Post-Exercise Oxygen Consumption and the Estimation of Blood Lactate ,Lifeq Global Limited,Laurence Richard Olivier,2014-03-03,2015-03-02,2017-04-20,,https://patents.google.com/patent/US20170105664A1/en
US20150272457A1,"System, method and device for detecting heart rate ",GestureLogic Inc.,"Seyed Ali ETEMAD, Leonard MacEachern, Mark KLIBANOV, Roshanak Houmanfar",2014-03-26,2015-03-26,2015-10-01,,https://patents.google.com/patent/US20150272457A1/en
US20140277249A1,Selectively Reducing Excess Consumption and/or Absorption of Unhealthy Food using Electrical Stimulation ,Robert A. Connor,Robert A. Connor,2013-03-12,2013-03-12,2014-09-18,,https://patents.google.com/patent/US20140277249A1/en
US20160051185A1,System and method for creating a dynamic activity profile using earphones with biometric sensors ,JayBird LLC,"Ben Wisbey, David Shepherd, Stephen Duddy",2013-10-24,2015-11-05,2016-02-25,,https://patents.google.com/patent/US20160051185A1/en
US20140085050A1,Validation of biometric identification used to authenticate identity of a user of wearable sensors ,Aliphcom,Michael Edward Smith Luna,2012-09-25,2013-03-13,2014-03-27,,https://patents.google.com/patent/US20140085050A1/en
US9538921B2,Physiological monitoring devices with adjustable signal analysis and interrogation power and monitoring methods using same ,"Valencell, Inc.","Steven Francis LeBoeuf, Jesse Berkley Tucker, Michael Edward Aumer, Steven Matthew Just, Mark Andrew Felice",2014-07-30,2015-07-23,2017-01-10,2017-01-10,https://patents.google.com/patent/US9538921B2/en
US20140278513A1,Systems and Methods for Facilitating Integrated Behavioral Support ,"Adityo Prakash, Eniko Fodor","Adityo Prakash, Eniko Fodor",2013-03-15,2014-03-17,2014-09-18,,https://patents.google.com/patent/US20140278513A1/en
US20160042152A1,Dynamic Presentation of Goals and Therapies Including Related Devices and Applications ,"Orb Health, Inc.",Paul Oran,2014-08-05,2014-09-08,2016-02-11,,https://patents.google.com/patent/US20160042152A1/en
US9079059B2,System and method for generating and using customized athletic workouts ,"Pioneer Advanced Solutions, Inc.","Augusto C. Cardoso, Jr., Robert Curtis Cole, Victor Chernetsky, Jerry Dunmire, Charles Paul Morel, Dan Phan",2012-03-28,2013-03-28,2015-07-14,2015-07-14,https://patents.google.com/patent/US9079059B2/en
US20160206242A1,"Methods and systems for data collection, analysis and formulation of user-specific feedback; use of sensing systems as input devices ",Sensoria Inc,"Mario Esposito, Maurizio MACAGNO, Davide Giancarlo Vigano, Victoria Ann Esposito",2013-07-31,2014-07-31,2016-07-21,,https://patents.google.com/patent/US20160206242A1/en
US20150037771A1,Personalized avatar responsive to user physical state and context ,Bodies Done Right,"Robert Louis Kaleal, III, Dominic Guy Carbone, JR.",2012-10-09,2014-10-20,2015-02-05,,https://patents.google.com/patent/US20150037771A1/en
US20160089572A1,Dynamic progress-towards-goal tracker ,"Microsoft Technology Licensing, Llc","Jiahe Liu, Larry Russell Butcher",2014-09-25,2015-07-07,2016-03-31,,https://patents.google.com/patent/US20160089572A1/en
US20170100072A1,Sweat sensing device communication security and compliance ,"Eccrine Systems, Inc.",Jason Heikenfeld,2014-10-15,2016-11-28,2017-04-13,,https://patents.google.com/patent/US20170100072A1/en
US20140089673A1,Biometric identification method and apparatus to authenticate identity of a user of a wearable device that includes sensors ,Aliphcom,Michael Luna,2012-09-25,2013-03-14,2014-03-27,,https://patents.google.com/patent/US20140089673A1/en
US20140135593A1,"Wearable architecture and methods for performance monitoring, analysis, and feedback ","MAD Apparel, Inc.","Dhananja Jayalth, Christopher Weibe",2012-11-14,2013-11-13,2014-05-15,,https://patents.google.com/patent/US20140135593A1/en
US20130032634A1,Barcode generation and implementation method and system for processing information ,Mckirdy Sean,Sean McKirdy,2011-08-05,2012-08-06,2013-02-07,,https://patents.google.com/patent/US20130032634A1/en
US20170098268A1,"Personalised genetic information handling apparatus, system and method ",Dnanudge Limited,"Maria KARVELA, Christofer Toumazou",2015-10-01,2016-05-12,2017-04-06,,https://patents.google.com/patent/US20170098268A1/en
US20150230756A1,Determining physiological characteristics from sensor signals including motion artifacts ,Aliphcom,"Michael Edward Smith Luna, Sankalita Saha, Scott Fullam",2012-09-29,2013-03-13,2015-08-20,,https://patents.google.com/patent/US20150230756A1/en
US20150142689A1,Activity monitor ,"Movband, Llc Dba Movable",Blake Squires,2011-09-16,2015-01-28,2015-05-21,,https://patents.google.com/patent/US20150142689A1/en
US20160302677A1,Calibrating for Blood Pressure Using Height Difference ,"Quanttus, Inc.",David Da He,2015-04-14,2016-04-12,2016-10-20,,https://patents.google.com/patent/US20160302677A1/en
US20150205566A1,External user interface for head worn computing ,"Osterhout Group, Inc.",Ralph F. Osterhout,2014-01-17,2014-02-21,2015-07-23,,https://patents.google.com/patent/US20150205566A1/en
US20170209055A1,Photoplethysmography-based pulse wave analysis using a wearable device ,"Fitbit, Inc.","Alexandros A. Pantelopoulos, Andrew Cole Axley",2016-01-22,2017-01-13,2017-07-27,,https://patents.google.com/patent/US20170209055A1/en
US20140302470A1,Managing lifestyle resources system and method ,"Healthy Connections, Inc","Ioannis Zapantis, Scott Gaines, Jonathan Polikowski",2013-04-08,2014-04-09,2014-10-09,,https://patents.google.com/patent/US20140302470A1/en
US20160151668A1,Exercise behavior prediction ,WiseWear Corporation,"Ronald A. Barnes, Jason A. Beens, David P. Elam, Jr., Bennett L. Ibey, Gerald J. Wilmink",2014-11-30,2014-11-30,2016-06-02,,https://patents.google.com/patent/US20160151668A1/en
US20140120983A1,"Methods, systems, and apparatuses for incorporating wireless headsets, terminals, and communication devices into fashion accessories and jewelry ",Bin Lam,Bin Lam,2012-10-30,2013-10-30,2014-05-01,,https://patents.google.com/patent/US20140120983A1/en
US20160061626A1,"Methods, Systems and Devices for Generating Real-Time Activity Data Updates to Display Devices ","Fitbit, Inc.","Barry Burton, Heiko Panther, James Park, Eric Friedman, Shelten Yuen, Christine Brumback, Timothy Roberts",2012-12-04,2015-11-11,2016-03-03,,https://patents.google.com/patent/US20160061626A1/en
US20140172314A1,Systems and methods for determining caloric intake using a personal correlation factor ,Access Business Group International Llc,"David W. Baarman, Matthew K. Runyon, Cody D. Dean, Neil W. KUYVENHOVEN, Sheri A. Hunt, Rodney A. Velliquette",2012-12-19,2013-11-22,2014-06-19,,https://patents.google.com/patent/US20140172314A1/en
US9011365B2,Adjustable gastrointestinal bifurcation (AGB) for reduced absorption of unhealthy food ,Medibotics Llc,Robert A. Connor,2013-03-12,2013-03-12,2015-04-21,2015-04-21,https://patents.google.com/patent/US9011365B2/en
US20160110522A1,Mapping Tools for Health or Fitness Data ,AddApp Corp.,Kouris Kalligas,2014-10-15,2015-10-14,2016-04-21,,https://patents.google.com/patent/US20160110522A1/en
US20140206976A1,Wearable Personal Body Associated Device with Various Physical Configurations ,"Proteus Digital Health, Inc.","Todd Thompson, Olivier Colliou, Robert Duck, Yashar Behzadi",2011-03-11,2012-03-08,2014-07-24,,https://patents.google.com/patent/US20140206976A1/en
