search URL:,https://patents.google.com/?q=autonomous+vehicle&country=US&after=priority:20120101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US9582003B1,Method for maintaining active control of an autonomous vehicle ,"Uber Technologies, Inc.","Anthony Levandowski, Don Burnette",2016-05-16,2016-06-15,2017-02-28,2017-02-28,https://patents.google.com/patent/US9582003B1/en
US20130204464A1,Semi-autonomous underwater vehicle ,"David C. Mauck, John Linn, David Weaver, Thomas Tolman","David C. Mauck, John Linn, David Weaver, Thomas Tolman",2012-02-07,2013-01-29,2013-08-08,,https://patents.google.com/patent/US20130204464A1/en
US20170293306A1,Steering system for autonomous vehicle ,Steering Solutions Ip Holding Corporation,"Richard K. Riefe, John F. Schulz",2016-04-11,2016-04-11,2017-10-12,,https://patents.google.com/patent/US20170293306A1/en
US20170158227A1,"Vehicle steering arrangement, autonomous vehicle steering arrangement, a vehicle, and a method of steering a vehicle ",Volvo Car Corporation,"Diomidis KATZOURAKIS, Caspar HANSELAAR, Mathias LIDBERG",2015-12-08,2016-12-02,2017-06-08,,https://patents.google.com/patent/US20170158227A1/en
US20160257303A1,Park assist with tire radius consideration ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Kerem Bayar, Michael Edward Brewer",2015-03-04,2015-03-04,2016-09-08,,https://patents.google.com/patent/US20160257303A1/en
US20170168485A1,System and Method for Controlling Autonomous Vehicles ,"Mitsubishi Electric Research Laboratories, Inc.","Karl Berntorp, Oktay Arslan",2015-12-14,2015-12-14,2017-06-15,,https://patents.google.com/patent/US20170168485A1/en
US20170267256A1,System and method for autonomous vehicle driving behavior modification ,"Cruise Automation, Inc.","Gautier Minster, Sohrab Haghighat, Kevin Chu, Kyle Vogt",2016-03-15,2017-03-15,2017-09-21,,https://patents.google.com/patent/US20170267256A1/en
US20160347327A1,"Autonomous vehicle driving assist system, method, and program ","Aisin Aw Co., Ltd.","Yoshito Kondo, Yuji Sato, Ken Ishikawa",2014-02-25,2015-01-27,2016-12-01,,https://patents.google.com/patent/US20160347327A1/en
USD746194S1,Autonomous vehicle wing assembly ,Google Inc.,"YooJung Ahn, Jared S. Gross, Benjamin W. Julian, Albert Shane",2014-05-23,2014-05-23,2015-12-29,2015-12-29,https://patents.google.com/patent/USD746194S1/en
US20170146995A1,System and method of controlling autonomous vehicles ,Easy Aerial Inc.,"Ivan STAMATOVSKI, Mohammad HEFNY",2015-11-23,2015-11-23,2017-05-25,,https://patents.google.com/patent/US20170146995A1/en
US9535422B2,Method for controlling the path of an autonomous vehicle having steered wheels ,Renault S.A.S.,Nicoleta Minoiu-Enache,2012-07-12,2013-07-01,2017-01-03,2017-01-03,https://patents.google.com/patent/US9535422B2/en
US20160178382A1,Marker aided autonomous vehicle localization ,"Nissan North America, Inc.","Naoki Kojo, Mauro Della Penna",2014-12-18,2014-12-18,2016-06-23,,https://patents.google.com/patent/US20160178382A1/en
US9587952B1,Altering autonomous or semi-autonomous vehicle operation based on route traversal values ,Allstate Insurance Company,Mark V. Slusar,2015-09-09,2015-09-09,2017-03-07,2017-03-07,https://patents.google.com/patent/US9587952B1/en
US20170158175A1,Collision mitigated braking for autonomous vehicles ,Waymo Llc,Nathaniel Fairfield,2015-12-04,2015-12-04,2017-06-08,,https://patents.google.com/patent/US20170158175A1/en
US9528838B2,Autonomous vehicle detection of and response to intersection priority ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Bunyo Okumura,2014-12-09,2014-12-09,2016-12-27,2016-12-27,https://patents.google.com/patent/US9528838B2/en
US20150100191A1,Monitoring autonomous vehicle steering ,"Ford Global Technologies, Llc",Wilford Trent Yopp,2013-10-09,2013-10-09,2015-04-09,,https://patents.google.com/patent/US20150100191A1/en
USD763481S1,Autonomous vehicle headlamp ,Google Inc.,"YooJung Ahn, Philipp Haban, Jared S. Gross, Jonas De Moe",2014-05-23,2014-05-23,2016-08-09,2016-08-09,https://patents.google.com/patent/USD763481S1/en
US20140131977A1,Driving support device and driving support system ,Denso Corporation,Takahisa Yamashiro,2012-11-13,2013-10-29,2014-05-15,,https://patents.google.com/patent/US20140131977A1/en
US20170277182A1,Control system for selective autonomous vehicle control ,Magna Electronics Inc.,"Benjamin May, Joern Ihlenburg",2016-03-24,2017-03-20,2017-09-28,,https://patents.google.com/patent/US20170277182A1/en
US20160355092A1,Vehicle body structure of autonomous vehicle ,Sharp Kabushiki Kaisha,"Atsushi Higuchi, Kyosuke Taka, Tetsushi Ito, Masatoshi Tomomasa, Kosuke Tanaka, Kiyotaka Hirata",2015-06-04,2016-06-02,2016-12-08,,https://patents.google.com/patent/US20160355092A1/en
US20150309510A1,Positioning autonomous vehicles based on field of view ,Lenovo Enterprise Solutions (Singapore) Pte Ltd.,"Gary D. Cudak, David G. Dean, Christopher J. Hardee, William E. Lohmeyer, Jr., Bryan M. Reese, J. Mark Weber",2014-04-29,2014-04-29,2015-10-29,,https://patents.google.com/patent/US20150309510A1/en
US20160288831A1,PRE-ALERT OF LCC's STEERING TORQUE LIMIT EXCEED ,GM Global Technology Operations LLC,Jin-woo Lee,2013-12-06,2013-12-06,2016-10-06,,https://patents.google.com/patent/US20160288831A1/en
US20160114831A1,Method for assisting the reversal of an articulated vehicle ,Volvo Truck Corporation,Leo Laine,2013-05-15,2013-05-15,2016-04-28,,https://patents.google.com/patent/US20160114831A1/en
US20170253241A1,Autonomous vehicle operation based on interactive model predictive control ,"Ford Global Technologies, Llc","Dimitar Petrov Filev, Jianbo Lu, Davor D. Hrovat",2016-03-01,2016-03-01,2017-09-07,,https://patents.google.com/patent/US20170253241A1/en
US20170132334A1,Simulation system and methods for autonomous vehicles ,"Zoox, Inc.","Jesse Sol Levinson, Gabe Thurston Sibley, Ashutosh Gajanan Rege",2015-11-05,2015-11-05,2017-05-11,,https://patents.google.com/patent/US20170132334A1/en
US20170241184A1,Door actuator adjustment for autonomous vehicles ,GM Global Technology Operations LLC,Ian Rust,2017-05-03,2017-05-03,2017-08-24,,https://patents.google.com/patent/US20170241184A1/en
US9368026B1,Fallback requests for autonomous vehicles ,Google Inc.,"Joshua Seth Herbach, Philip Nemec, Nathaniel Fairfield",2015-05-26,2015-05-26,2016-06-14,2016-06-14,https://patents.google.com/patent/US9368026B1/en
US20160187147A1,Autonomous vehicle assistance device ,Korea Aerospace Research Institute,Woo Yong KANG,2014-12-24,2015-12-01,2016-06-30,,https://patents.google.com/patent/US20160187147A1/en
US9616886B2,Size adjustment of forward objects for autonomous vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Xue Mei, Naoki Nagasaka, Bunyo Okumura",2015-07-16,2015-07-16,2017-04-11,2017-04-11,https://patents.google.com/patent/US9616886B2/en
US9533712B2,Wheel catcher assembly ,GM Global Technology Operations LLC,"Ronald A. Panganiban, Wendy W. Malone, Bhushan W. Dandekar, Mark J. Koski",2014-10-20,2014-10-20,2017-01-03,2017-01-03,https://patents.google.com/patent/US9533712B2/en
US9568915B1,System and method for controlling autonomous or semi-autonomous vehicle ,"Mitsubishi Electric Research Laboratories, Inc.","Karl Berntorp, Stefano Di Cairano",2016-02-11,2016-02-11,2017-02-14,2017-02-14,https://patents.google.com/patent/US9568915B1/en
US9162569B2,Method of controlling a differential lock ,"Arvinmeritor Technology, Llc",Simon Dean,2013-07-30,2013-07-30,2015-10-20,2015-10-20,https://patents.google.com/patent/US9162569B2/en
US9809158B2,External indicators and notifications for vehicles with autonomous capabilities ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Benjamin M. Geller,2015-09-29,2015-09-29,2017-11-07,2017-11-07,https://patents.google.com/patent/US9809158B2/en
US20150073658A1,Method and apparatus for operating a cushioning system for a motor vehicle ,Volkswagen Ag,"Denis Stoof, Eckhard Babbel, Ulrich Sonnak, Matthias Klöpping",2013-09-06,2014-08-28,2015-03-12,,https://patents.google.com/patent/US20150073658A1/en
US20170090478A1,Systems and Methods for Autonomous Vehicle Navigation ,Ants Technology (Hk) Limited.,"Ilya Blayvas, Ron Fridental, Shengwei Da",2015-09-30,2015-11-24,2017-03-30,,https://patents.google.com/patent/US20170090478A1/en
US20170123422A1,Interactive autonomous vehicle command controller ,"Zoox, Inc.","Timothy David Kentley, Rachad Youssef Gamara",2015-11-04,2015-11-05,2017-05-04,,https://patents.google.com/patent/US20170123422A1/en
US20160378112A1,Autonomous vehicle safety systems and methods ,Intel Corporation,"Igor Ljubuncic, Raphael Sack, Tomer RIDER, Shahar Taite",2015-06-26,2015-06-26,2016-12-29,,https://patents.google.com/patent/US20160378112A1/en
US20170126810A1,Software application and logic to modify configuration of an autonomous vehicle ,"Zoox, Inc.","Timothy David Kentley, Rachad Youssef Gamara",2015-11-04,2015-11-05,2017-05-04,,https://patents.google.com/patent/US20170126810A1/en
US9493158B2,Methods and devices for safe operation of undersize autonomous vehicles on public roads ,Thomas Danaher Harvey,Thomas Danaher Harvey,2015-12-14,2015-12-14,2016-11-15,2016-11-15,https://patents.google.com/patent/US9493158B2/en
US20150367886A1,Control modes for a trailer backup assist system ,"Ford Global Technologies, Llc","Erick Michael Lavoie, Douglas Scott Rhode",2013-02-04,2014-06-23,2015-12-24,,https://patents.google.com/patent/US20150367886A1/en
US9804599B2,Active lighting control for communicating a state of an autonomous vehicle to entities in a surrounding environment ,"Zoox, Inc.","Timothy David Kentley-Klay, Rachad Youssef Gamara",2015-11-04,2015-11-04,2017-10-31,2017-10-31,https://patents.google.com/patent/US9804599B2/en
US20150266576A1,Multiple environment unmanned vehicle ,Sandia Corporation,"Clinton G. Hobbart, William D. Morse, Robert James Bickerstaff",2013-09-13,2014-09-11,2015-09-24,,https://patents.google.com/patent/US20150266576A1/en
US20170301239A1,Apparatus and method for generating traveling path of autonomous vehicle ,Hyundai Motor Company,"Dong Hwi Lee, Keon Yup Chu, Hoi Won Kim, Su Jung Yoo",2016-04-15,2016-08-08,2017-10-19,,https://patents.google.com/patent/US20170301239A1/en
US20170192429A1,Autonomous vehicle emergency operating mode ,"Ford Global Technologies, Llc","Fling Finn Tseng, Imad Hassan Makki, Aed M. Dudar",2016-01-04,2016-01-04,2017-07-06,,https://patents.google.com/patent/US20170192429A1/en
US20170267285A1,Removable steering-wheel assembly for an autonomous vehicle ,"Ford Global Technologies, Llc","Samer Abbas, John P. Joyce, Scott J. Lauffer, Steven R. El Aile",2016-03-21,2016-03-21,2017-09-21,,https://patents.google.com/patent/US20170267285A1/en
US20150253536A1,Autonomous vehicle with adaptive side view mirrors ,"Ford Global Technologies, Llc","Jialiang Le, Thomas Edward Pilutti, Manoharprasad K. Rao, Matthew Y. Rupp, Roger Arnold Trombley, Andrew Waldis",2014-03-10,2014-03-10,2015-09-10,,https://patents.google.com/patent/US20150253536A1/en
US20160159368A1,Method and apparatus for providing an operational configuration for an autonomous vehicle ,Here Global B.V.,Marko Tuukkanen,2014-12-03,2014-12-03,2016-06-09,,https://patents.google.com/patent/US20160159368A1/en
US20170247040A1,Autonomous vehicle control transitioning ,"Ford Global Technologies, Llc","Kenneth James Miller, William Paul Perkins, David B. Kelley",2016-02-25,2016-03-17,2017-08-31,,https://patents.google.com/patent/US20170247040A1/en
US9481459B2,Apparatus and method employing autonomous vehicles to reduce risk ,The United States Of America As Represented By The Secretary Of The Air Force,"Gennady Staskevich, Erik P. Blasch, Brian Abbe",2014-12-08,2014-12-08,2016-11-01,2016-11-01,https://patents.google.com/patent/US9481459B2/en
US20170276494A1,Autonomous vehicle virtual reality navigation system ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Kristofer D. KUSANO, Yi Li, Hideki Hada, Miles J. JOHNSON",2016-03-22,2016-03-22,2017-09-28,,https://patents.google.com/patent/US20170276494A1/en
US20160025505A1,Apparatus and method for generating global path for an autonomous vehicle ,Hyundai Motor Company,"Young Chul Oh, Myung Seon Heo, Byung Yong YOU",2014-07-28,2014-12-05,2016-01-28,,https://patents.google.com/patent/US20160025505A1/en
US20170015291A1,Safety brake device and method for safety braking of an autonomous vehicle ,Volvo Car Corporation,Leif KINDBERG,2015-07-13,2016-07-06,2017-01-19,,https://patents.google.com/patent/US20170015291A1/en
US20170192437A1,System and method for autonomous vehicle fleet routing ,"Cruise Automation, Inc.","Solomon Bier, Brooks Reed, Ian Rust, Drew Allyn Gross, Matthias Wisniowski",2016-01-04,2017-01-04,2017-07-06,,https://patents.google.com/patent/US20170192437A1/en
US20170080933A1,System and method for controlling driving of autonomous vehicle ,Hyundai Motor Company,"Won Jin JO, Hyoung Geun Kwon, Tae Won Lim, Yoonho Jang, Byungyong You",2015-09-21,2015-11-18,2017-03-23,,https://patents.google.com/patent/US20170080933A1/en
US20150329111A1,Elevated perception system for automated vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2014-05-18,2014-05-18,2015-11-19,,https://patents.google.com/patent/US20150329111A1/en
US9139241B1,Vehicle drag reduction device ,Paccar Inc,Jeffrey P. Smith,2014-10-17,2014-10-17,2015-09-22,2015-09-22,https://patents.google.com/patent/US9139241B1/en
US9789880B2,Sensory stimulation system for an autonomous vehicle ,"Uber Technologies, Inc.","Matthew Sweeney, Emily Bartel",2016-03-03,2016-03-03,2017-10-17,2017-10-17,https://patents.google.com/patent/US9789880B2/en
US9625910B2,Lane changing apparatus and method of autonomous vehicle ,Hyundai Motor Company,"Tae Sung Choi, Byung Yong YOU, Sung Won Yoon, Chang Young JUNG",2014-06-05,2014-10-28,2017-04-18,2017-04-18,https://patents.google.com/patent/US9625910B2/en
US9672446B1,Object detection for an autonomous vehicle ,"Uber Technologies, Inc.",Carlos Vallespi-Gonzalez,2016-05-06,2016-05-06,2017-06-06,2017-06-06,https://patents.google.com/patent/US9672446B1/en
US20170137074A1,Controller to quickly raise and slowly lower an air dam ,"Ford Global Technologies, Llc","Kenneth James Miller, Daniel Mark Schaffer, Christopher James Hocking",2015-02-10,2017-01-27,2017-05-18,,https://patents.google.com/patent/US20170137074A1/en
US20170151959A1,Autonomous vehicle with interactions with wearable devices ,Bragi GmbH,Peter Vincent Boesen,2015-11-27,2016-11-21,2017-06-01,,https://patents.google.com/patent/US20170151959A1/en
US20150343900A1,Utility vehicle ,Polaris Industries Inc.,"Adam J. Schlangen, Jason K. Raska, Carlos A. Villafan, Richard R. Maki, Shane A. Novotny, Jonathan Mark Hetland",2012-09-20,2013-09-20,2015-12-03,,https://patents.google.com/patent/US20150343900A1/en
US20170015288A1,Safety stoppage device and method for safety stoppage of an autonomous vehicle ,Volvo Car Corporation,"Erik Coelingh, Leif KINDBERG",2015-07-13,2016-07-06,2017-01-19,,https://patents.google.com/patent/US20170015288A1/en
US20160046287A1,Improvements in vehicle steering ,Jaguar Land Rover Limited,"Simon Owen, Karl Richards, Andrew Maskell",2013-03-22,2014-01-17,2016-02-18,,https://patents.google.com/patent/US20160046287A1/en
US9796529B1,Autonomous vehicle-based package pickup and transfer ,International Business Machines Corporation,"Guillaume Hoareau, Johannes J. Liebenberg, John G. Musial, Todd R. Whitman",2016-09-26,2016-09-26,2017-10-24,2017-10-24,https://patents.google.com/patent/US9796529B1/en
US20170129487A1,Method for operating an autonomous driving safety or driver assistance system of a motor vehicle ,Wabco Gmbh,Oliver Wulf,2014-03-21,2015-03-10,2017-05-11,,https://patents.google.com/patent/US20170129487A1/en
US20160375901A1,System and Method for Controlling Semi-Autonomous Vehicles ,"Mitsubishi Electric Research Laboratories, Inc.","Stefano Di Cairano, Xiaodong Lan",2015-06-29,2015-06-29,2016-12-29,,https://patents.google.com/patent/US20160375901A1/en
US20170097640A1,Autonomous vehicle control system ,Northrop Grumman Systems Corporation,"Walter Wang, Jerome H. Wei, Bradley Feest, Benjamin Najar-Robles, Michael Z. Lim",2015-10-06,2016-09-15,2017-04-06,,https://patents.google.com/patent/US20170097640A1/en
US20170167881A1,Vehicle traction map for autonomous vehicles ,"Uber Technologies, Inc.","Peter Rander, David McAllister Bradley, Matthew Wood",2015-12-10,2016-12-12,2017-06-15,,https://patents.google.com/patent/US20170167881A1/en
US20170203766A1,Method and system for improving ride quality in an autonomous vehicle ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2016-01-14,2016-01-14,2017-07-20,,https://patents.google.com/patent/US20170203766A1/en
